381.00558,0.09572343,0.17741624
388.4092,0.09911716,0.18347256
395.81583,0.1017946,0.18817964
403.2254,0.10482327,0.19626981
410.638,0.109328344,0.2024878
418.0536,0.11343558,0.2088023
425.47214,0.116894916,0.21393707
432.8927,0.12108311,0.21664244
440.31726,0.12549447,0.22252072
447.7428,0.12901108,0.22622077
455.17035,0.13165131,0.22966556
462.59888,0.13386916,0.23240781
470.0304,0.13519867,0.23528986
477.46292,0.13672991,0.23772067
484.89743,0.13908811,0.24167736
492.33292,0.14229137,0.2450524
499.77142,0.14746825,0.25089797
507.2099,0.153797,0.25634533
514.6504,0.1603677,0.26147494
522.0909,0.16651398,0.26409897
529.5333,0.1730389,0.2678693
536.9768,0.18190777,0.27177304
544.42126,0.18952681,0.27451915
551.8667,0.1989023,0.27839822
559.3142,0.20627475,0.2796829
566.7616,0.21312815,0.2799683
574.20905,0.21737362,0.28107852
581.6585,0.22444929,0.2808796
589.108,0.2277225,0.2800516
596.55835,0.23375273,0.2797589
604.0098,0.23841256,0.27743486
611.4622,0.23994836,0.275464
618.9146,0.24234433,0.27237007
626.36804,0.24229333,0.2696282
633.8215,0.24523225,0.26654342
641.2759,0.24874061,0.26624385
648.7303,0.2502729,0.26523677
656.1857,0.2518482,0.26078594
663.6411,0.25356066,0.25593853
671.09753,0.25770473,0.25660723
678.5539,0.2615869,0.25512603
686.0103,0.26134133,0.24983278
693.4677,0.26374516,0.24518622
700.9251,0.26912773,0.24195653
708.38354,0.2713527,0.23380007
715.84094,0.2745069,0.22450525
723.2993,0.2780575,0.21304631
730.7587,0.28058606,0.19669262
738.2171,0.2834461,0.18169297
745.6765,0.28372532,0.1693226
753.1359,0.28595763,0.17163765
760.5963,0.28767574,0.17103557
768.0557,0.2894785,0.16923279
775.5161,0.29173255,0.16697937
782.97754,0.29278293,0.16454048
790.4379,0.29378322,0.16352676
797.89935,0.2942408,0.16349776
805.36176,0.29461652,0.16375937
812.8232,0.2944318,0.16487247
820.2846,0.2946162,0.16468203
827.746,0.29469928,0.16220693
835.2074,0.29495755,0.15771563
842.66986,0.2948869,0.15433025
850.1313,0.29491988,0.14999147
857.5937,0.29502028,0.14463851
865.0551,0.29507247,0.13828707
872.5176,0.29501915,0.13205619
879.98004,0.29494852,0.12634628
887.44147,0.2952604,0.12060099
894.90393,0.29528576,0.115989864
902.3664,0.29602027,0.112895876
909.82886,0.2963764,0.10986869
917.2913,0.29736096,0.10659594
924.7538,0.29784033,0.102346025
932.21625,0.29807115,0.0966315
939.6788,0.29925594,0.08977935
947.14026,0.30042306,0.08231434
954.6027,0.30218002,0.07383168
962.0643,0.3038982,0.06904433
969.5268,0.30547494,0.06503955
976.9883,0.30702966,0.06308431
984.4498,0.3090093,0.06264499
991.9114,0.31036243,0.062491123
999.37286,0.31224653,0.06312137
1006.8344,0.31408933,0.06455586
1014.295,0.31595424,0.06512221
1021.7566,0.3178334,0.066151254
1029.2172,0.31974643,0.0674281
1036.6777,0.32159567,0.06773077
1044.1383,0.3236693,0.069340296
1051.5989,0.32580036,0.071414694
1059.0596,0.32696766,0.07303383
1066.5201,0.32892123,0.074788176
1073.9797,0.33148274,0.07591542
1081.4404,0.33346644,0.07643448
1088.9,0.33536792,0.075862534
1096.3597,0.33716726,0.07454428
1103.8184,0.33874953,0.073444664
1111.2781,0.3402038,0.07155802
1118.7368,0.34158805,0.06958247
1126.1964,0.3433118,0.06723471
1133.6552,0.34601825,0.06374885
1141.1129,0.348628,0.059192225
1148.5717,0.35155427,0.056322318
1156.0304,0.35464296,0.054658644
1163.4882,0.35707337,0.053646497
1170.9459,0.35933068,0.053690318
1178.4037,0.36070833,0.05417923
1185.8616,0.3628045,0.054687332
1193.3184,0.36428294,0.054463252
1200.7761,0.36562246,0.05509279
1208.233,0.36700645,0.055921335
1215.6898,0.36823654,0.057200395
1223.1467,0.36944857,0.059581712
1230.6036,0.37057137,0.061340347
1238.0596,0.3716144,0.06268635
1245.5154,0.37293866,0.0638847
1252.9724,0.37294134,0.06470049
1260.4283,0.3738309,0.0644098
1267.8833,0.37474763,0.06463253
1275.3392,0.37570187,0.064730495
1282.7942,0.37656122,0.064388715
1290.2502,0.37737516,0.0644162
1297.7052,0.37822768,0.06396586
1305.1603,0.3791636,0.06371911
1312.6144,0.38012177,0.06284613
1320.0685,0.38115215,0.06197579
1327.5225,nan,nan
1334.9756,nan,nan
1342.4287,nan,nan
1349.8818,nan,nan
1357.3351,nan,nan
1364.7872,nan,nan
1372.2384,nan,nan
1379.6907,nan,nan
1387.1418,nan,nan
1394.5931,nan,nan
1402.0433,nan,nan
1409.4937,nan,nan
1416.944,nan,nan
1424.3933,nan,nan
1431.8427,nan,nan
1439.292,0.3854678,0.058204606
1446.7404,0.38245308,0.056729853
1454.1888,0.3796067,0.054272734
1461.6372,0.3772785,0.05439743
1469.0847,0.37906942,0.056220774
1476.5321,0.39053398,0.055226743
1483.9796,0.3926443,0.05626512
1491.4261,0.39336503,0.05493531
1498.8727,0.3934434,0.055564456
1506.3192,0.3928777,0.053959567
1513.7649,0.39327177,0.05376813
1521.2104,0.39477065,0.05485601
1528.655,0.39485234,0.054029614
1536.1007,0.39645833,0.053981457
1543.5454,0.39653066,0.05441833
1550.9891,0.39695048,0.053905867
1558.4329,0.3980642,0.053766415
1565.8766,0.39686617,0.052963857
1573.3193,0.39213884,0.052485492
1580.7621,0.39441794,0.052165225
1588.205,0.39869577,0.053508025
1595.6467,0.39954716,0.05319931
1603.0886,0.39466456,0.05218362
1610.5295,0.39714503,0.052495662
1617.9705,0.40119454,0.053337265
1625.4104,0.40451077,0.052720077
1632.8513,0.40438074,0.053376652
1640.2903,0.40291423,0.05386676
1647.7303,0.40281427,0.052970167
1655.1694,0.40492728,0.053033132
1662.6074,0.4036773,0.052897032
1670.0455,0.40455222,0.05275242
1677.4836,0.40574235,0.053161863
1684.9209,0.4048054,0.05326943
1692.358,0.405884,0.05255947
1699.7952,0.40506214,0.05270418
1707.2314,0.40484875,0.05263188
1714.6667,0.40555012,0.053139724
1722.103,0.40360838,0.052233327
1729.5383,0.40305594,0.052203503
1736.9727,0.4039128,0.052386023
1744.4071,0.40351465,0.052502144
1751.8414,0.404737,0.051795434
1759.2749,0.4060725,0.05292589
1766.7084,0.40618876,0.05271553
1774.1418,nan,nan
1781.5743,nan,nan
1789.007,nan,nan
1796.4385,nan,nan
1803.8701,nan,nan
1811.3008,nan,nan
1818.7314,nan,nan
1826.1611,nan,nan
1833.591,nan,nan
1841.0206,nan,nan
1848.4495,nan,nan
1855.8773,nan,nan
1863.3052,nan,nan
1870.733,nan,nan
1878.16,nan,nan
1885.5869,nan,nan
1893.013,nan,nan
1900.439,nan,nan
1907.864,nan,nan
1915.2892,nan,nan
1922.7133,nan,nan
1930.1375,nan,nan
1937.5607,nan,nan
1944.9839,nan,nan
1952.4071,nan,nan
1959.8295,nan,nan
1967.2518,0.38508922,0.007736604
1974.6732,0.3872911,0.008571338
1982.0946,0.3884747,0.008866247
1989.515,0.3890965,0.009694517
1996.9355,0.38724646,0.01006519
2004.355,0.3859645,0.009869818
2011.7745,0.38539848,0.010336632
2019.1931,0.3851265,0.010885723
2026.6118,0.3853372,0.011453374
2034.0304,0.38408765,0.012010443
2041.4471,0.3837294,0.012202764
2048.865,0.38267532,0.012052512
2056.2808,0.38123813,0.012203392
2063.6965,0.38063502,0.012542049
2071.1123,0.38019538,0.050167173
2078.5273,0.381816,0.04984939
2085.9421,0.37820128,0.049001902
2093.3562,0.37819836,0.048469964
2100.769,0.38000718,0.049318682
2108.1821,0.37310266,0.0483348
2115.5942,0.37493536,0.048076585
2123.0063,0.37843803,0.048617195
2130.4175,0.37771162,0.048061956
2137.8289,0.37440675,0.049634203
2145.239,0.3698251,0.048642658
2152.6482,0.36480635,0.048142135
2160.0576,0.35855344,0.04789898
2167.467,0.35645065,0.04768726
2174.8755,0.3551743,0.04773748
2182.283,0.35429382,0.048071906
2189.6904,0.34832746,0.047804654
2197.097,0.33998412,0.046844937
2204.5034,0.33142743,0.045175035
2211.9092,0.33204302,0.04663921
2219.3147,0.34337276,0.046477962
2226.7195,0.34577972,0.04613312
2234.1233,0.34834087,0.045848962
2241.5269,0.34617928,0.046147134
2248.9297,0.34430495,0.04430165
2256.3328,0.3372319,0.044783767
2263.7346,0.3331034,0.0444492
2271.1365,0.32765695,0.044482518
2278.5376,0.32187825,0.043454092
2285.9387,0.31586367,0.043896735
2293.3386,0.31186754,0.04412513
2300.7378,0.3053249,0.043330595
2308.136,0.30283758,0.04390666
2315.5342,0.29631522,0.04247497
2322.9326,0.28979078,0.041747887
2330.3298,0.28350717,0.04172277
2337.7263,0.2793153,0.041465875
2345.1216,0.27680242,0.040916797
2352.517,0.2832865,0.040672876
2359.9126,0.293716,0.039314657
